Perusahaan,Posisi,kategori_posisi,kota,gaji_angka,list_skill,pendidikan_clean,jenis_clean,provinsi
PT. Entrepreneur Trust Digital,Tech Lead,Other,Jakarta Pusat,13000000,"['agile', 'css', 'figma', 'golang', 'redis', 'typescript']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
Vida,Data Engineer,Data / AI,Jakarta Raya,,"['aws', 'spark', 'sql', 'terraform']",Tidak Disebutkan,full time,DKI Jakarta
Cloudisai Technology Services,.NET Developer (Middle – Senior),Other,Yogyakarta,,"['.net', 'c', 'c#', 'git', 'penetration testing', 'sql']",S1,full time,DI Yogyakarta
PT. Elabram Systems,Backend Developer,Backend Engineer,Jakarta Pusat,,"['agile', 'angular', 'golang', 'mysql', 'php', 'scrum']",S1,full time,DKI Jakarta
PT Mitra Solusi Telematika,SAP Product Manager,Product / Project / Scrum,Jakarta Selatan,,['go'],S1,full time,DKI Jakarta
Gefami Services Indonesia,System Analyst,Business / System Analyst,Jakarta Raya,,['sql'],Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Peternakan Ayam Manggis,Backend Developer,Backend Engineer,Jakarta Selatan,,"['laravel', 'react']",S1,full time,DKI Jakarta
PT Mitra Solusi Telematika,Software Developer (Project Based),Other,Jakarta Selatan,,"['aws', 'c', 'c#', 'docker', 'git', 'jenkins']",S1,kontrak/temporer,DKI Jakarta
PT GITS Indonesia,Front End Developer (Vue.js),Frontend Engineer,Bandung,,"['javascript', 'typescript', 'ui/ux', 'vue']",S1,kontrak/temporer,Jawa Barat
PT Graha Karya Informasi,System Security Engineer Server & Database,Data / AI,Jakarta Raya,,"['c', 'linux']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Nusantara Sukses Teknologi (Nusatek.id),Backend Developer (Golang),Backend Engineer,Jakarta Selatan,9000000,"['golang', 'redis']",S1,full time,DKI Jakarta
PT Platinumetrix Global Inovasi,Fullstack ReactJS & Golang Developer,Backend Engineer,Tangerang,9000000,"['agile', 'golang', 'react', 'sql']",Diploma,kontrak/temporer,Banten
PT SUPRANUSA SINDATA,[242] Full Stack Developer,Fullstack Engineer,Jakarta Utara,,"['css', 'git', 'javascript', 'node.js', 'postgresql', 'typescript', 'ui/ux', 'vue']",Tidak Disebutkan,full time,DKI Jakarta
PT COGNIFY DIGITAL TECHNOLOGY INDONESIA,UI/UX Designer,Frontend Engineer,DI Yogyakarta,550000,"['figma', 'go']",S1,kontrak/temporer,DI Yogyakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),ETL Developer - Location: Yogyakarta (Full WFO),Data / AI,Yogyakarta,,"['aws', 'azure', 'oracle', 'postgresql', 'python', 'sql']",S1,kontrak/temporer,DI Yogyakarta
PT Sea Group,Product Management (Enterprise Efficiency - People Systems) - Sea Labs,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,['c'],Tidak Disebutkan,full time,DKI Jakarta
PT. Brajakara Teknologi Media,Junior Backend Developer,Backend Engineer,Bandung,,"['css', 'django', 'html', 'linux', 'python']",Tidak Disebutkan,full time,Jawa Barat
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Backend Engineer (Node.JS / Express.Js) - English Speaker,Backend Engineer,Jakarta Raya,,"['c', 'c#', 'docker', 'javascript', 'mysql', 'node.js', 'sql']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Tech Security Solution,Technical Solution Consultant (Presales),Sales / Presales / Solution,Jakarta Selatan,8500000,['cybersecurity'],S1,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Fullstack Golang - Banking,Backend Engineer,Jakarta Selatan,10850000,"['golang', 'networking', 'react', 'typescript']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Lentera Bangsa Benderang,Mobile Developer,Mobile Developer,Jakarta Selatan,12500000,"['agile', 'android', 'flutter', 'git', 'kotlin', 'scrum']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Mid Solusi Nusantara (MEKARI),Software Engineer I - Frontend,Frontend Engineer,Jakarta Raya,,"['agile', 'javascript', 'scrum', 'vue']",Tidak Disebutkan,full time,DKI Jakarta
PT GITS Indonesia,Java Developer (Project Based),Backend Engineer,Jakarta Pusat,,"['aws', 'docker', 'java', 'kubernetes', 'mongodb', 'postgresql', 'spring boot']",S1,kontrak/temporer,DKI Jakarta
PT Alpha Citra Siber Indonesia,Cyber Security Engineer (Patch Management),Security / Cybersecurity,Jakarta Raya(Hibrid),,"['cybersecurity', 'linux', 'python']",Tidak Disebutkan,full time,DKI Jakarta
PT Kamoro Maxima Integra,Frontend Developer,Frontend Engineer,Jakarta Selatan,,"['agile', 'css', 'git', 'html', 'javascript', 'react', 'react native', 'vue']",S1,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Project Manager - Manufacture Industry,Product / Project / Scrum,Jakarta Raya,,"['agile', 'jira', 'scrum']",S1,kontrak/temporer,DKI Jakarta
Igloo,Senior Business Analyst,Business / System Analyst,Jakarta Raya,,"['agile', 'c', 'scrum', 'sql']",S1,full time,DKI Jakarta
Pengiklan Anonim,Senior Engineer IT,Other,Jakarta Timur,11000000,"['django', 'docker', 'flask', 'golang', 'java', 'kubernetes', 'node.js', 'postgresql', 'python', 'redis', 'spring boot']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Sea Group,"Engineer, Frontend",Frontend Engineer,Jakarta Raya,,[],Tidak Disebutkan,full time,DKI Jakarta
Widya Analytic,Junior Odoo Developer,ERP / SAP / Odoo / Dynamics,Sleman,5625000,"['agile', 'css', 'html', 'javascript', 'python']",S1,full time,DI Yogyakarta
PT JAVAN CIPTA SOLUSI,Internship Programmer Golang + React,Backend Engineer,Sleman,2425000,"['agile', 'css', 'docker', 'git', 'golang', 'html', 'javascript', 'mysql', 'postgresql', 'react', 'scrum']",Tidak Disebutkan,kontrak/temporer,DI Yogyakarta
PT. INDOKINGDEE JAYA TEC,Konsultan Implementasi ERP (Mandarin),ERP / SAP / Odoo / Dynamics,Surabaya,25000000,"['go', 'oracle']",S1,full time,Jawa Timur
PT IDStar Cipta Teknologi,Fullstack Developer,Fullstack Engineer,Jakarta Raya,,[],S1,full time,DKI Jakarta
SOLS SuriaX,Senior Web Application Developer,Other,Jakarta Pusat,17500000,"['agile', 'css', 'git', 'google cloud', 'html', 'javascript', 'mysql', 'node.js', 'postgresql', 'react', 'typescript']",Diploma,full time,DKI Jakarta
PT Sea Group,AI Solutions Engineer (Engineering Infrastructure) - Sea Labs,Data / AI,Jakarta Raya,,[],Tidak Disebutkan,full time,DKI Jakarta
Ledgerowl,Full Stack Engineer - AI,Fullstack Engineer,Jakarta Raya(Hibrid),,"['aws', 'azure', 'css', 'docker', 'git', 'kubernetes', 'mongodb', 'pandas', 'python', 'react', 'redis', 'terraform', 'typescript']",Diploma,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Project Manager (Insurance Background),Product / Project / Scrum,Jakarta Selatan,12000000,['c'],Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Nityo Infotech,D365 CRM Solutions Architect Manager,Other,Jakarta Selatan,65000000,"['azure', 'c', 'c#', 'javascript']",S1,full time,DKI Jakarta
Unilever,"Asst Finance Manager - Global Oral Care Tangerang, Banten",Other,Tangerang District,,"['agile', 'excel']",Tidak Disebutkan,full time,Banten
Tripledot Studios,Game Designer,Other,Jakarta Raya,,['ui/ux'],Tidak Disebutkan,full time,DKI Jakarta
PT IDStar Cipta Teknologi,Fullstack Developer,Fullstack Engineer,Jakarta Raya,,['scrum'],S1,full time,DKI Jakarta
PT Avows Technologies,IT Security Architect,Security / Cybersecurity,Jakarta Selatan,16500000,"['aws', 'azure', 'kubernetes']",S1,kontrak/temporer,DKI Jakarta
ParagonCorp,Backend Engineer,Backend Engineer,Jakarta Raya,,"['git', 'javascript', 'postgresql', 'redis', 'sql']",S1,full time,DKI Jakarta
PT Mitra Solusi Telematika,System Analyst (Contract Base),Business / System Analyst,Jakarta Raya,,['sql'],S1,kontrak/temporer,DKI Jakarta
PT. Skyshi Digital Indonesia,Backend (Golang) Developer,Backend Engineer,Yogyakarta,,"['git', 'golang', 'mongodb', 'redis']",S1,kontrak/temporer,DI Yogyakarta
NES Fircroft,"Geology, Geophysical & Modelling Specialist",Other,Jakarta Raya,,['c'],S1,full time,DKI Jakarta
BINAR's Partner,[G06] Back End Developer,Backend Engineer,Tangerang District,,"['.net', 'aws', 'big data', 'c', 'c#', 'c++', 'git', 'java', 'spark', 'sql']",S1,full time,Banten
PT Winnersumbiri Knitting Factory,FULL STACK DEVELOPER,Fullstack Engineer,Tangerang,,"['css', 'javascript', 'php', 'sql']",S1,full time,Banten
WireHire,Business Intelligence,Data / AI,Jakarta Raya,,['tableau'],S1,full time,DKI Jakarta
PT. LOTTE INNOVATE INDONESIA,Senior Full Stack Developer,Fullstack Engineer,Cilegon,,"['.net', 'agile', 'aws', 'azure', 'c', 'c#', 'css', 'docker', 'git', 'html', 'java', 'javascript', 'kubernetes', 'scrum', 'sql', 'ui/ux']",S1,full time,Banten
PT Dentsu Indonesia,Lead Data Analyst,Data / AI,Jakarta Raya(Hibrid),,"['power bi', 'python', 'sql', 'tableau']",S1,full time,DKI Jakarta
PT Graha Karya Informasi,System Analyst,Business / System Analyst,Jakarta Raya,,"['agile', 'jira', 'scrum']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
Indonesian Cloud,Presales Manager - Infrastructure as a service (IaaS),Network / Infra / SysAdmin,Jakarta Selatan,,"['aws', 'azure']",Tidak Disebutkan,full time,DKI Jakarta
Reycom Document Solusi (RDS Group),Back End Developer,Backend Engineer,Semarang,,['.net'],Diploma,full time,Jawa Tengah
PT COGNIFY DIGITAL TECHNOLOGY INDONESIA,Frontend Development Engineer,Frontend Engineer,DI Yogyakarta,406250,"['javascript', 'react']",S1,kontrak/temporer,DI Yogyakarta
PT Sea Group,Back End Engineer (Marketplace Buyer) - Sea Labs,Backend Engineer,Jakarta Raya,,[],Tidak Disebutkan,full time,DKI Jakarta
PT Kamoro Maxima Integra,Backend Developer,Backend Engineer,Jakarta Selatan,,"['.net', 'java', 'node.js', 'spring boot']",S1,full time,DKI Jakarta
PT. Tirtamas Coldstorindo Logistik,Lowongan Kerja Senior Business Analyst,Business / System Analyst,Sidoarjo,,"['agile', 'scrum', 'ui/ux']",S1,full time,Jawa Timur
Sinarmas Mining,Senior Product Manager,Product / Project / Scrum,Jakarta Raya,,"['agile', 'iot', 'scrum']",Tidak Disebutkan,full time,DKI Jakarta
"PT. Central Proteina Prima, Tbk",Odoo & Fullstack Developer,Fullstack Engineer,Jakarta Raya,,"['css', 'kotlin', 'python', 'react', 'react native', 'ui/ux', 'vue']",Tidak Disebutkan,full time,DKI Jakarta
PT Mandiri International Technology,.NET Developer,Other,Jakarta Raya,,"['.net', 'c', 'c#', 'git', 'sql']",Tidak Disebutkan,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Backend Developer Java Springboot for Banking Industry,Backend Engineer,Jakarta Pusat,10125000,"['docker', 'git', 'java', 'jenkins']",S1,kontrak/temporer,DKI Jakarta
PT Aviana Sinar Abadi,Mobile Developer,Mobile Developer,Jakarta Selatan,8500000,['flutter'],Tidak Disebutkan,full time,DKI Jakarta
PT Bagus Harapan Tritunggal,Backend Developer,Backend Engineer,Jakarta Pusat,,"['javascript', 'laravel', 'python']",S1,full time,DKI Jakarta
WireHire,AI Engineer,Data / AI,Jakarta Raya,,"['aws', 'azure', 'docker', 'kubernetes', 'machine learning', 'nlp', 'python', 'pytorch', 'sql', 'tensorflow']",Tidak Disebutkan,full time,DKI Jakarta
PT Tiga Daya Digital Indonesia,Senior Product Manager,Product / Project / Scrum,Jakarta Raya,,"['agile', 'scrum']",S1,full time,DKI Jakarta
ABeam Consulting Indonesia,Data Analytics Manager,Data / AI,Jakarta Raya,,"['python', 'sql']",Tidak Disebutkan,full time,DKI Jakarta
Erajaya Group,Information Technology Engineer Lead,Other,Jakarta Raya,,"['aws', 'git', 'golang', 'mysql', 'postgresql', 'python']",S1,full time,DKI Jakarta
MixWork Pte. Ltd.,Shopify & WordPress Developer,Other,Jakarta Raya(Hibrid),7250000,"['css', 'figma', 'git', 'html', 'javascript', 'ui/ux']",Tidak Disebutkan,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),ETL Developer,Data / AI,Yogyakarta,8500000,"['c', 'c#', 'java', 'python', 'sql']",Tidak Disebutkan,kontrak/temporer,DI Yogyakarta
Pengiklan Anonim,Website Developer,Other,Jakarta Raya(Jarak jauh),,"['css', 'html', 'javascript', 'ui/ux']",Tidak Disebutkan,full time,DKI Jakarta
Soedarpo Informatika,iOS Developer (Swift),Mobile Developer,Jakarta Barat,8000000,"['git', 'ios', 'swift']",Diploma,kontrak/temporer,DKI Jakarta
ABeam Consulting Indonesia,IT Infrastructure Consultant,Network / Infra / SysAdmin,Jakarta Raya,,"['aws', 'sql']",S1,full time,DKI Jakarta
ABeam Consulting Indonesia,Data Management Lead,Data / AI,Jakarta Raya,,"['aws', 'azure', 'big data', 'excel', 'google cloud', 'java', 'python', 'sql', 'tableau']",Tidak Disebutkan,full time,DKI Jakarta
PT 360 TEKNOLOGI INDONESIA,Java Developer,Backend Engineer,Jakarta Utara,,['java'],S1,full time,DKI Jakarta
PT Mid Solusi Nusantara (MEKARI),QA Engineer I,QA / Tester,Jakarta Raya(Hibrid),,['agile'],Tidak Disebutkan,full time,DKI Jakarta
PT Eka Mas Republik,Front End Developer,Frontend Engineer,Jakarta Pusat,,"['react', 'react native']",S1,full time,DKI Jakarta
ABeam Consulting Indonesia,BPR IT Consulting Manager,Other,Jakarta Raya,,"['agile', 'go']",Tidak Disebutkan,full time,DKI Jakarta
PT Sea Group,Back End Engineer (Marketplace Order Operations) - Sea Labs,Backend Engineer,Jakarta Raya,,[],Tidak Disebutkan,full time,DKI Jakarta
Tridorian,Cloud Engineer,DevOps / Cloud / SRE,Jakarta Raya(Hibrid),,"['aws', 'azure', 'google cloud', 'python']",S1,full time,DKI Jakarta
PT Mid Solusi Nusantara (MEKARI),Software Engineer II - Backend,Backend Engineer,Jakarta Raya,,"['agile', 'go', 'ruby', 'scrum']",Tidak Disebutkan,full time,DKI Jakarta
Unilever,"Assistant Manager – Reporting & Distribution Forecasting Tangerang, Banten",Other,Tangerang District,,['machine learning'],Tidak Disebutkan,full time,Banten
Cermati Fintech Group,IT Governance Strategist,Other,Jakarta Raya,,"['big data', 'cybersecurity']",S1,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),.Net Developer,Other,Yogyakarta,8500000,"['.net', 'c', 'c#', 'sql']",Tidak Disebutkan,kontrak/temporer,DI Yogyakarta
PT Agate International,Freelance Quality Assurance (FSKU),QA / Tester,Bandung,,['jira'],Tidak Disebutkan,full time,Jawa Barat
PT Accelist Lentera Indonesia,Full Stack Developer (Laravel),Backend Engineer,Bekasi,,"['css', 'html', 'java', 'javascript', 'laravel', 'mysql', 'postgresql']",Tidak Disebutkan,kontrak/temporer,Jawa Barat
PT Mid Solusi Nusantara (MEKARI),Senior AI Engineer 1,Data / AI,Jakarta Raya(Hibrid),,"['deep learning', 'machine learning']",S1,full time,DKI Jakarta
Cermati Fintech Group,Product Owner (Associate - Senior/Lead Level Available),Security / Cybersecurity,Jakarta Raya,,"['agile', 'go', 'java', 'javascript', 'php', 'python', 'ruby']",S1,full time,DKI Jakarta
PT Arupa Cloud Nusantara,IT Project Manager,Product / Project / Scrum,Jakarta Selatan,,"['agile', 'excel', 'scrum']",S1,full time,DKI Jakarta
PT Mid Solusi Nusantara (MEKARI),Technical Program Manager,Other,Jakarta Raya,,"['agile', 'jira', 'scrum']",S1,full time,DKI Jakarta
PT Mitra Solusi Telematika,SAP FICO Consultant (Sr. Associate - Junior),Security / Cybersecurity,Yogyakarta,,[],Tidak Disebutkan,kontrak/temporer,DI Yogyakarta
Widya Analytic,Mobile Developer,Mobile Developer,DI Yogyakarta(Jarak jauh),3000000,"['android', 'c', 'flutter', 'git', 'ios', 'java', 'kotlin', 'react', 'react native', 'swift']",S1,paruh waktu,DI Yogyakarta
PT Tiga Daya Digital Indonesia (Eksad Technology),ETL Developer,Data / AI,Yogyakarta,,"['aws', 'azure', 'oracle', 'postgresql', 'python', 'sql']",S1,kontrak/temporer,DI Yogyakarta
ABeam Consulting Indonesia,Manufacturing Automotive Industry Pre-sales & Project Manager,Product / Project / Scrum,Jakarta Raya,,['iot'],S1,full time,DKI Jakarta
commsult Indonesia,Software Development Manager,Other,Tangerang District,,"['angular', 'flutter', 'java', 'react']",Tidak Disebutkan,full time,Banten
PT Platinumetrix Global Inovasi,Java developer,Backend Engineer,Jakarta Raya,12000000,['java'],Tidak Disebutkan,full time,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Business Intelligence Developer - Multifinance Industry,Data / AI,Jakarta Raya,,"['numpy', 'pandas', 'postgresql', 'python', 'sql', 'tableau']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Graha Karya Informasi,AI Engineer,Data / AI,Jakarta Raya,,"['aws', 'azure', 'docker', 'kubernetes', 'python', 'pytorch', 'tensorflow']",Tidak Disebutkan,full time,DKI Jakarta
PT. Digital Apta Media,Fullstack Developer,Fullstack Engineer,Bandung,5000000,"['agile', 'go', 'git', 'golang', 'java', 'javascript', 'mongodb', 'mysql', 'php', 'postgresql', 'react', 'scrum', 'ui/ux', 'vue']",S1,full time,Jawa Barat
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),SAP SD - Automotive Industry,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,kontrak/temporer,DKI Jakarta
Feedloop AI,Project Manager,Product / Project / Scrum,Jakarta Raya(Hibrid),9500000,"['agile', 'scrum']",Tidak Disebutkan,full time,DKI Jakarta
Pengiklan Anonim,AI Engineer – Business Automation,Data / AI,Jakarta Raya,12500000,"['javascript', 'python']",Tidak Disebutkan,full time,DKI Jakarta
Cargill,Software Engineering - Ag & Trading,Other,Jakarta Raya,,[],Tidak Disebutkan,full time,DKI Jakarta
PT. Elabram Systems,Software Engineer,Other,Jakarta Raya,,"['agile', 'aws', 'git', 'golang', 'java', 'mysql']",S1,kontrak/temporer,DKI Jakarta
PT Xtremax Teknologi Indonesia,Full Stack Developer,Fullstack Engineer,Bandung,,"['agile', 'aws', 'azure', 'git', 'google cloud', 'javascript', 'node.js', 'react', 'typescript']",S1,full time,Jawa Barat
PT SoftwareSeni,Senior Fullstack .NET Developer,Fullstack Engineer,Yogyakarta,,"['.net', 'agile', 'git', 'react', 'sql']",Tidak Disebutkan,full time,DI Yogyakarta
Cermati Fintech Group,Lead Software Engineer,Other,Jakarta Raya,,"['git', 'java', 'mysql', 'postgresql']",Tidak Disebutkan,full time,DKI Jakarta
Feedloop AI,iOS Developer,Mobile Developer,Jakarta Pusat,12500000,"['git', 'ios', 'swift', 'ui/ux']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
Code.id,Backend Node.JS Developer,Backend Engineer,Jakarta Raya,,"['docker', 'git', 'javascript', 'node.js']",Tidak Disebutkan,full time,DKI Jakarta
TSP The Software Practice,Fullstack Developer,Fullstack Engineer,Bandung,,"['css', 'go', 'git', 'html', 'javascript', 'node.js', 'react']",S1,full time,Jawa Barat
PT IBMC Business Group,Senior Developer,Other,Jakarta Raya(Jarak jauh),17500000,"['.net', 'agile', 'angular', 'c', 'c#', 'postgresql', 'react', 'sql', 'ui/ux', 'vue']",Tidak Disebutkan,full time,DKI Jakarta
ParagonCorp,QA Lead,QA / Tester,Jakarta Raya,,"['jenkins', 'jira']",S1,full time,DKI Jakarta
PT Mitra Solusi Telematika,Quality Assurance Analyst (Project Based),QA / Tester,Jakarta Selatan,,"['agile', 'android', 'excel', 'ios']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
Takeya Consulting,Laravel/PHP Developer (Yogyakarta),Backend Engineer,Yogyakarta,,"['git', 'laravel']",Tidak Disebutkan,full time,DI Yogyakarta
PT. Entrepreneur Trust Digital,.Net Developer,Other,Jakarta Pusat,8500000,"['.net', 'mysql', 'redis', 'sql']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT Intikom Berlian Mustika,Lowongan Kerja SAP SD,ERP / SAP / Odoo / Dynamics,Jakarta Raya,,[],S1,kontrak/temporer,DKI Jakarta
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),Fullstack Developer (Golang Reacjts) for Banking industry,Backend Engineer,Jakarta Selatan,10850000,"['docker', 'git', 'golang', 'kubernetes']",S1,kontrak/temporer,DKI Jakarta
TSP The Software Practice,.NET Developer (Web),Other,Bandung,,"['.net', 'aws', 'azure', 'c', 'c#', 'go', 'javascript']",Tidak Disebutkan,full time,Jawa Barat
Talent Search Recruitment,DevOps,DevOps / Cloud / SRE,Jakarta Raya,,"['docker', 'git', 'kubernetes', 'mysql', 'postgresql']",Tidak Disebutkan,full time,DKI Jakarta
PT Nityo Infotech,Mobile Engineer iOS,Mobile Developer,Jakarta Selatan,17500000,"['android', 'ios', 'networking', 'swift']",Tidak Disebutkan,kontrak/temporer,DKI Jakarta
PT IBMC Business Group,Senior AWS Dev Ops Engineer,DevOps / Cloud / SRE,Jakarta Raya(Jarak jauh),33000000,"['aws', 'networking', 'python', 'terraform']",Tidak Disebutkan,full time,DKI Jakarta
PT Adi Media Expertindo,Lowongan Kerja Phyton Developer,Other,Surabaya,,"['python', 'sql']",S1,full time,Jawa Timur
CMLabs,UI/UX Designer,Frontend Engineer,Malang,,"['css', 'figma', 'html', 'ui/ux']",Tidak Disebutkan,full time,Jawa Timur
Midas Daya Technology,Midd. Android Developer,Mobile Developer,Jakarta Raya,,"['android', 'git', 'kotlin', 'ui/ux']",S1,kontrak/temporer,DKI Jakarta
LEGALBISON,Senior SEO Specialist- Technical,Other,Jakarta Raya(Jarak jauh),21750000,['python'],Tidak Disebutkan,full time,DKI Jakarta
